Note: Target head pressure setpoints changed as follows,,,,
Through 2/4/13 - 145 psi,,,,
2/4/13 Ð 145psi -> 140psi,,,,
2/20/13 Ð 140psi -> 135psi,,,,
3/7/13 Ð 135psi -> 130psi,,,,
Date & Time,Discharge pressure (psig),Load (tons),Refr compressor power (kW),Utility power (kW)
Wed 3/27/2013 12:00 PM,128,416,262,953
Wed 3/27/2013 12:15 PM,127,349,229,949
Wed 3/27/2013 12:30 PM,127,377,237,967
Wed 3/27/2013 12:45 PM,127,390,247,944
Wed 3/27/2013 1:00 PM,128,407,253,934
Wed 3/27/2013 1:15 PM,128,419,261,922
Wed 3/27/2013 1:30 PM,127,381,237,944
Wed 3/27/2013 1:45 PM,128,388,245,944
Wed 3/27/2013 2:00 PM,126,342,225,935
Wed 3/27/2013 2:15 PM,128,417,260,943
Wed 3/27/2013 2:30 PM,128,418,260,950
Wed 3/27/2013 2:45 PM,127,388,242,955
Wed 3/27/2013 3:00 PM,127,377,235,926
Wed 3/27/2013 3:15 PM,127,405,246,922
Wed 3/27/2013 3:30 PM,125,334,220,929
Wed 3/27/2013 3:45 PM,130,398,250,916
Wed 3/27/2013 4:00 PM,128,323,222,870
Wed 3/27/2013 4:15 PM,127,315,223,858
Wed 3/27/2013 4:30 PM,128,332,206,813
Wed 3/27/2013 4:45 PM,129,331,206,822
Wed 3/27/2013 5:00 PM,126,262,175,841
Wed 3/27/2013 5:15 PM,127,330,205,834
Wed 3/27/2013 5:30 PM,128,327,198,827
Wed 3/27/2013 5:45 PM,128,322,200,821
Wed 3/27/2013 6:00 PM,127,286,180,835
Wed 3/27/2013 6:15 PM,127,332,203,823
Wed 3/27/2013 6:30 PM,127,331,203,802
Wed 3/27/2013 6:45 PM,127,332,203,780
Wed 3/27/2013 7:00 PM,128,316,192,794
Wed 3/27/2013 7:15 PM,129,309,192,785
Wed 3/27/2013 7:30 PM,127,231,167,783
Wed 3/27/2013 7:45 PM,126,261,174,785
Wed 3/27/2013 8:00 PM,126,279,178,765
Wed 3/27/2013 8:15 PM,126,314,193,789
Wed 3/27/2013 8:30 PM,128,293,183,776
Wed 3/27/2013 8:45 PM,128,243,173,802
Wed 3/27/2013 9:00 PM,127,289,181,795
Wed 3/27/2013 9:15 PM,133,325,208,781
Wed 3/27/2013 9:30 PM,125,261,174,779
Wed 3/27/2013 9:45 PM,130,302,188,766
Wed 3/27/2013 10:00 PM,127,286,180,776
Wed 3/27/2013 10:15 PM,127,309,188,741
Wed 3/27/2013 10:30 PM,131,260,181,734
Wed 3/27/2013 10:45 PM,131,288,185,734
Wed 3/27/2013 11:00 PM,130,320,202,723
Wed 3/27/2013 11:15 PM,126,208,159,737
Wed 3/27/2013 11:30 PM,127,283,179,759
Wed 3/27/2013 11:45 PM,131,329,208,786
Thu 3/28/2013 12:00 AM,130,296,183,849
Thu 3/28/2013 12:15 AM,128,327,200,868
Thu 3/28/2013 12:30 AM,127,331,199,878
Thu 3/28/2013 12:45 AM,124,295,180,841
Thu 3/28/2013 1:00 AM,130,330,206,820
Thu 3/28/2013 1:15 AM,132,330,208,875
Thu 3/28/2013 1:30 AM,127,315,215,925
Thu 3/28/2013 1:45 AM,127,363,230,920
Thu 3/28/2013 2:00 AM,127,309,218,940
Thu 3/28/2013 2:15 AM,128,330,229,919
Thu 3/28/2013 2:30 AM,128,401,247,936
Thu 3/28/2013 2:45 AM,128,387,241,933
Thu 3/28/2013 3:00 AM,129,396,252,920
Thu 3/28/2013 3:15 AM,128,330,222,934
Thu 3/28/2013 3:30 AM,128,306,215,952
Thu 3/28/2013 3:45 AM,128,327,222,936
Thu 3/28/2013 4:00 AM,128,330,225,950
Thu 3/28/2013 4:15 AM,128,355,227,942
Thu 3/28/2013 4:30 AM,129,393,249,966
Thu 3/28/2013 4:45 AM,128,390,242,971
Thu 3/28/2013 5:00 AM,127,364,227,969
Thu 3/28/2013 5:15 AM,128,375,237,966
Thu 3/28/2013 5:30 AM,129,396,244,976
Thu 3/28/2013 5:45 AM,127,330,219,944
Thu 3/28/2013 6:00 AM,128,350,225,928
Thu 3/28/2013 6:15 AM,126,302,209,859
Thu 3/28/2013 6:30 AM,127,355,227,849
Thu 3/28/2013 6:45 AM,127,334,218,827
Thu 3/28/2013 7:00 AM,127,300,209,817
Thu 3/28/2013 7:15 AM,131,299,212,800
Thu 3/28/2013 7:30 AM,128,366,232,873
Thu 3/28/2013 7:45 AM,129,329,227,847
Thu 3/28/2013 8:00 AM,127,239,166,813
Thu 3/28/2013 8:15 AM,128,343,222,898
Thu 3/28/2013 8:30 AM,127,310,216,878
Thu 3/28/2013 8:45 AM,129,328,203,850
Thu 3/28/2013 9:00 AM,128,384,238,906
Thu 3/28/2013 9:15 AM,131,400,253,929
Thu 3/28/2013 9:30 AM,126,366,229,948
Thu 3/28/2013 9:45 AM,131,400,253,942
Thu 3/28/2013 10:00 AM,127,405,247,953
Thu 3/28/2013 10:15 AM,127,359,231,934
Thu 3/28/2013 10:30 AM,127,360,230,928
Thu 3/28/2013 10:45 AM,127,391,239,917
Thu 3/28/2013 11:00 AM,127,397,247,919
Thu 3/28/2013 11:15 AM,127,356,228,930
Thu 3/28/2013 11:30 AM,129,366,235,933
Thu 3/28/2013 11:45 AM,129,337,228,948
Thu 3/28/2013 12:00 PM,127,367,234,954
Thu 3/28/2013 12:15 PM,128,380,242,968
Thu 3/28/2013 12:30 PM,129,415,255,972
Thu 3/28/2013 12:45 PM,127,344,224,963
Thu 3/28/2013 1:00 PM,126,319,219,911
Thu 3/28/2013 1:15 PM,128,394,241,877
Thu 3/28/2013 1:30 PM,127,294,210,911
Thu 3/28/2013 1:45 PM,127,330,200,915
Thu 3/28/2013 2:00 PM,129,407,257,948
Thu 3/28/2013 2:15 PM,129,418,259,962
Thu 3/28/2013 2:30 PM,127,360,225,945
Thu 3/28/2013 2:45 PM,130,412,259,945
Thu 3/28/2013 3:00 PM,128,377,237,942
Thu 3/28/2013 3:15 PM,129,418,259,945
Thu 3/28/2013 3:30 PM,127,354,229,947
Thu 3/28/2013 3:45 PM,128,403,246,961
Thu 3/28/2013 4:00 PM,128,356,230,948
Thu 3/28/2013 4:15 PM,130,413,262,952
Thu 3/28/2013 4:30 PM,127,333,221,929
Thu 3/28/2013 4:45 PM,127,375,233,887
Thu 3/28/2013 5:00 PM,129,355,230,798
Thu 3/28/2013 5:15 PM,130,418,262,830
Thu 3/28/2013 5:30 PM,125,287,208,839
Thu 3/28/2013 5:45 PM,128,302,214,841
Thu 3/28/2013 6:00 PM,128,309,219,831
Thu 3/28/2013 6:15 PM,127,300,185,795
Thu 3/28/2013 6:30 PM,128,330,201,802
Thu 3/28/2013 6:45 PM,128,329,201,837
Thu 3/28/2013 7:00 PM,128,328,200,842
Thu 3/28/2013 7:15 PM,127,292,206,868
Thu 3/28/2013 7:30 PM,128,300,213,887
Thu 3/28/2013 7:45 PM,129,352,230,886
Thu 3/28/2013 8:00 PM,127,343,220,875
Thu 3/28/2013 8:15 PM,128,338,224,836
Thu 3/28/2013 8:30 PM,129,340,228,878
Thu 3/28/2013 8:45 PM,127,352,228,869
Thu 3/28/2013 9:00 PM,129,342,230,891
Thu 3/28/2013 9:15 PM,129,407,262,878
Thu 3/28/2013 9:30 PM,124,207,185,859
Thu 3/28/2013 9:45 PM,128,247,196,789
Thu 3/28/2013 10:00 PM,128,324,217,828
Thu 3/28/2013 10:15 PM,128,309,215,779
Thu 3/28/2013 10:30 PM,128,356,233,797
Thu 3/28/2013 10:45 PM,128,274,208,770
Thu 3/28/2013 11:00 PM,128,307,214,790
Thu 3/28/2013 11:15 PM,127,248,200,759
Thu 3/28/2013 11:30 PM,127,199,185,713
Thu 3/28/2013 11:45 PM,128,319,194,761
Fri 3/29/2013 12:00 AM,126,205,157,767
Fri 3/29/2013 12:15 AM,129,245,172,767
Fri 3/29/2013 12:30 AM,128,229,165,737
Fri 3/29/2013 12:45 AM,126,265,176,759
Fri 3/29/2013 1:00 AM,127,330,203,770
Fri 3/29/2013 1:15 AM,128,320,198,771
Fri 3/29/2013 1:30 AM,127,271,177,807
Fri 3/29/2013 1:45 AM,127,290,180,784
Fri 3/29/2013 2:00 AM,127,262,172,803
Fri 3/29/2013 2:15 AM,127,305,187,804
Fri 3/29/2013 2:30 AM,128,328,201,814
Fri 3/29/2013 2:45 AM,129,330,199,811
Fri 3/29/2013 3:00 AM,127,302,183,802
Fri 3/29/2013 3:15 AM,128,330,199,809
Fri 3/29/2013 3:30 AM,126,211,157,729
Fri 3/29/2013 3:45 AM,126,229,133,690
Fri 3/29/2013 4:00 AM,125,232,189,786
Fri 3/29/2013 4:15 AM,127,284,207,811
Fri 3/29/2013 4:30 AM,129,270,209,781
Fri 3/29/2013 4:45 AM,125,228,160,786
Fri 3/29/2013 5:00 AM,131,315,196,770
Fri 3/29/2013 5:15 AM,131,303,189,781
Fri 3/29/2013 5:30 AM,128,314,187,799
Fri 3/29/2013 5:45 AM,129,320,194,789
Fri 3/29/2013 6:00 AM,127,237,165,795
Fri 3/29/2013 6:15 AM,127,327,194,774
Fri 3/29/2013 6:30 AM,132,328,204,741
Fri 3/29/2013 6:45 AM,129,241,169,724
Fri 3/29/2013 7:00 AM,125,263,173,760
Fri 3/29/2013 7:15 AM,129,315,191,724
Fri 3/29/2013 7:30 AM,133,309,194,719
Fri 3/29/2013 7:45 AM,125,213,157,729
Fri 3/29/2013 8:00 AM,127,291,182,722
Fri 3/29/2013 8:15 AM,128,313,192,720
Fri 3/29/2013 8:30 AM,125,219,159,728
Fri 3/29/2013 8:45 AM,129,243,171,718
Fri 3/29/2013 9:00 AM,129,307,190,742
Fri 3/29/2013 9:15 AM,127,293,181,808
Fri 3/29/2013 9:30 AM,127,270,177,757
Fri 3/29/2013 9:45 AM,127,266,176,802
Fri 3/29/2013 10:00 AM,127,279,178,759
Fri 3/29/2013 10:15 AM,128,317,195,741
Fri 3/29/2013 10:30 AM,130,251,155,682
Fri 3/29/2013 10:45 AM,127,234,141,637
Fri 3/29/2013 11:00 AM,128,241,143,633
Fri 3/29/2013 11:15 AM,125,196,124,676
Fri 3/29/2013 11:30 AM,129,253,155,673
Fri 3/29/2013 11:45 AM,125,137,159,703
Fri 3/29/2013 12:00 PM,131,332,228,706
Fri 3/29/2013 12:15 PM,127,182,182,694
Fri 3/29/2013 12:30 PM,127,225,139,675
Fri 3/29/2013 12:45 PM,128,251,152,682
Fri 3/29/2013 1:00 PM,128,233,142,624
Fri 3/29/2013 1:15 PM,129,241,146,624
Fri 3/29/2013 1:30 PM,129,202,129,621
Fri 3/29/2013 1:45 PM,126,222,134,654
Fri 3/29/2013 2:00 PM,126,234,141,637
Fri 3/29/2013 2:15 PM,127,253,152,628
Fri 3/29/2013 2:30 PM,127,246,149,638
Fri 3/29/2013 2:45 PM,126,231,137,633
Fri 3/29/2013 3:00 PM,128,297,210,667
Fri 3/29/2013 3:15 PM,132,209,191,671
Fri 3/29/2013 3:30 PM,127,211,187,665
Fri 3/29/2013 3:45 PM,131,253,156,651
Fri 3/29/2013 4:00 PM,126,231,139,637
Fri 3/29/2013 4:15 PM,127,200,126,624
Fri 3/29/2013 4:30 PM,127,253,153,634
Fri 3/29/2013 4:45 PM,126,232,139,640
Fri 3/29/2013 5:00 PM,128,251,152,625
Fri 3/29/2013 5:15 PM,126,244,143,633
Fri 3/29/2013 5:30 PM,125,228,135,628
Fri 3/29/2013 5:45 PM,127,253,153,634
Fri 3/29/2013 6:00 PM,131,239,148,620
Fri 3/29/2013 6:15 PM,131,251,157,624
Fri 3/29/2013 6:30 PM,131,252,157,630
Fri 3/29/2013 6:45 PM,129,206,189,654
Fri 3/29/2013 7:00 PM,126,218,190,672
Fri 3/29/2013 7:15 PM,132,250,157,645
Fri 3/29/2013 7:30 PM,129,230,142,626
Fri 3/29/2013 7:45 PM,127,253,152,620
Fri 3/29/2013 8:00 PM,128,220,136,630
Fri 3/29/2013 8:15 PM,126,253,152,638
Fri 3/29/2013 8:30 PM,128,232,140,629
Fri 3/29/2013 8:45 PM,130,192,187,668
Fri 3/29/2013 9:00 PM,125,225,190,644
Fri 3/29/2013 9:15 PM,127,160,120,609
Fri 3/29/2013 9:30 PM,127,242,145,593
Fri 3/29/2013 9:45 PM,128,196,127,587
Fri 3/29/2013 10:00 PM,128,204,132,579
Fri 3/29/2013 10:15 PM,130,249,154,581
Fri 3/29/2013 10:30 PM,130,252,155,586
Fri 3/29/2013 10:45 PM,129,193,130,572
Fri 3/29/2013 11:00 PM,129,226,135,584
Fri 3/29/2013 11:15 PM,129,229,141,565
Fri 3/29/2013 11:30 PM,126,170,118,516
Fri 3/29/2013 11:45 PM,127,178,120,569
Sat 3/30/2013 12:00 AM,126,153,114,559
Sat 3/30/2013 12:15 AM,131,241,145,563
Sat 3/30/2013 12:30 AM,130,166,126,562
Sat 3/30/2013 12:45 AM,131,165,128,536
Sat 3/30/2013 1:00 AM,127,162,117,553
Sat 3/30/2013 1:15 AM,129,236,143,576
Sat 3/30/2013 1:30 AM,132,205,136,546
Sat 3/30/2013 1:45 AM,129,212,132,545
Sat 3/30/2013 2:00 AM,126,155,114,512
Sat 3/30/2013 2:15 AM,127,184,120,460
Sat 3/30/2013 2:30 AM,122,137,105,475
Sat 3/30/2013 2:45 AM,126,115,73,446
Sat 3/30/2013 3:00 AM,131,152,91,431
Sat 3/30/2013 3:15 AM,126,137,78,446
Sat 3/30/2013 3:30 AM,132,165,98,446
Sat 3/30/2013 3:45 AM,129,66,60,394
Sat 3/30/2013 4:00 AM,130,164,98,375
Sat 3/30/2013 4:15 AM,129,146,84,385
Sat 3/30/2013 4:30 AM,126,128,76,382
Sat 3/30/2013 4:45 AM,127,60,60,339
Sat 3/30/2013 5:00 AM,130,109,75,309
Sat 3/30/2013 5:15 AM,126,85,68,280
Sat 3/30/2013 5:30 AM,125,127,76,328
Sat 3/30/2013 5:45 AM,126,135,81,306
Sat 3/30/2013 6:00 AM,131,133,81,314
Sat 3/30/2013 6:15 AM,125,69,58,290
Sat 3/30/2013 6:30 AM,130,79,66,244
Sat 3/30/2013 6:45 AM,132,103,73,245
Sat 3/30/2013 7:00 AM,125,59,85,253
Sat 3/30/2013 7:15 AM,130,88,56,230
Sat 3/30/2013 7:30 AM,130,85,53,227
Sat 3/30/2013 7:45 AM,130,72,47,224
Sat 3/30/2013 8:00 AM,125,71,45,236
Sat 3/30/2013 8:15 AM,132,88,58,239
Sat 3/30/2013 8:30 AM,127,87,57,233
Sat 3/30/2013 8:45 AM,132,58,44,221
Sat 3/30/2013 9:00 AM,125,88,56,226
Sat 3/30/2013 9:15 AM,129,88,57,243
Sat 3/30/2013 9:30 AM,126,44,130,267
Sat 3/30/2013 9:45 AM,128,62,95,262
Sat 3/30/2013 10:00 AM,127,82,103,268
Sat 3/30/2013 10:15 AM,131,49,64,239
Sat 3/30/2013 10:30 AM,128,44,62,230
Sat 3/30/2013 10:45 AM,129,75,48,227
Sat 3/30/2013 11:00 AM,131,88,58,220
Sat 3/30/2013 11:15 AM,130,84,53,227
Sat 3/30/2013 11:30 AM,130,82,54,224
Sat 3/30/2013 11:45 AM,128,88,57,227
Sat 3/30/2013 12:00 PM,124,76,47,241
Sat 3/30/2013 12:15 PM,126,75,49,226
Sat 3/30/2013 12:30 PM,127,65,45,231
Sat 3/30/2013 12:45 PM,125,73,46,224
Sat 3/30/2013 1:00 PM,134,122,114,244
Sat 3/30/2013 1:15 PM,125,34,80,259
Sat 3/30/2013 1:30 PM,132,22,52,246
Sat 3/30/2013 1:45 PM,125,61,42,225
Sat 3/30/2013 2:00 PM,128,56,41,222
Sat 3/30/2013 2:15 PM,133,88,57,222
Sat 3/30/2013 2:30 PM,131,88,57,229
Sat 3/30/2013 2:45 PM,131,64,87,258
Sat 3/30/2013 3:00 PM,126,65,87,264
Sat 3/30/2013 3:15 PM,127,60,86,266
Sat 3/30/2013 3:30 PM,128,63,89,257
Sat 3/30/2013 3:45 PM,125,46,83,255
Sat 3/30/2013 4:00 PM,131,123,79,253
Sat 3/30/2013 4:15 PM,126,106,71,257
Sat 3/30/2013 4:30 PM,130,31,52,235
Sat 3/30/2013 4:45 PM,134,62,92,229
Sat 3/30/2013 5:00 PM,131,81,53,222
Sat 3/30/2013 5:15 PM,126,88,55,227
Sat 3/30/2013 5:30 PM,124,87,90,272
Sat 3/30/2013 5:45 PM,126,56,85,268
Sat 3/30/2013 6:00 PM,131,24,80,257
Sat 3/30/2013 6:15 PM,125,52,84,239
Sat 3/30/2013 6:30 PM,131,88,57,233
Sat 3/30/2013 6:45 PM,127,88,56,233
Sat 3/30/2013 7:00 PM,125,111,98,272
Sat 3/30/2013 7:15 PM,126,64,86,268
Sat 3/30/2013 7:30 PM,129,49,61,259
Sat 3/30/2013 7:45 PM,129,105,73,238
Sat 3/30/2013 8:00 PM,130,61,89,249
Sat 3/30/2013 8:15 PM,129,81,51,240
Sat 3/30/2013 8:30 PM,132,88,57,239
Sat 3/30/2013 8:45 PM,130,62,44,231
Sat 3/30/2013 9:00 PM,127,32,80,264
Sat 3/30/2013 9:15 PM,129,42,54,260
Sat 3/30/2013 9:30 PM,126,59,60,244
Sat 3/30/2013 9:45 PM,132,46,58,248
Sat 3/30/2013 10:00 PM,126,82,67,252
Sat 3/30/2013 10:15 PM,125,70,60,257
Sat 3/30/2013 10:30 PM,130,116,75,259
Sat 3/30/2013 10:45 PM,126,78,66,258
Sat 3/30/2013 11:00 PM,125,31,80,248
Sat 3/30/2013 11:15 PM,132,69,47,236
Sat 3/30/2013 11:30 PM,128,56,42,224
Sat 3/30/2013 11:45 PM,127,69,46,233
Sun 3/31/2013 12:00 AM,130,72,47,233
Sun 3/31/2013 12:15 AM,132,49,40,224
Sun 3/31/2013 12:30 AM,124,65,45,225
Sun 3/31/2013 12:45 AM,125,87,55,245
Sun 3/31/2013 1:00 AM,132,87,55,255
Sun 3/31/2013 1:15 AM,128,88,57,257
Sun 3/31/2013 1:30 AM,129,82,91,305
Sun 3/31/2013 1:45 AM,128,53,86,302
Sun 3/31/2013 2:00 AM,126,41,82,283
Sun 3/31/2013 2:15 AM,127,70,87,280
Sun 3/31/2013 2:30 AM,129,145,116,286
Sun 3/31/2013 2:45 AM,128,131,109,302
Sun 3/31/2013 3:00 AM,127,80,93,304
Sun 3/31/2013 3:15 AM,130,30,82,292
Sun 3/31/2013 3:30 AM,132,50,57,268
Sun 3/31/2013 3:45 AM,127,52,55,264
Sun 3/31/2013 4:00 AM,127,76,62,285
Sun 3/31/2013 4:15 AM,126,82,65,291
Sun 3/31/2013 4:30 AM,127,108,70,292
Sun 3/31/2013 4:45 AM,129,86,65,291
Sun 3/31/2013 5:00 AM,127,126,76,292
Sun 3/31/2013 5:15 AM,134,144,87,291
Sun 3/31/2013 5:30 AM,132,112,76,313
Sun 3/31/2013 5:45 AM,124,81,64,296
Sun 3/31/2013 6:00 AM,131,58,61,294
Sun 3/31/2013 6:15 AM,132,103,73,291
Sun 3/31/2013 6:30 AM,128,102,70,296
Sun 3/31/2013 6:45 AM,125,96,68,299
Sun 3/31/2013 7:00 AM,126,114,74,288
Sun 3/31/2013 7:15 AM,126,118,74,299
Sun 3/31/2013 7:30 AM,132,126,77,295
Sun 3/31/2013 7:45 AM,131,85,69,296
Sun 3/31/2013 8:00 AM,126,92,68,304
Sun 3/31/2013 8:15 AM,128,114,73,316
Sun 3/31/2013 8:30 AM,127,88,69,297
Sun 3/31/2013 8:45 AM,127,67,59,301
Sun 3/31/2013 9:00 AM,127,87,69,300
Sun 3/31/2013 9:15 AM,128,110,75,299
Sun 3/31/2013 9:30 AM,125,140,79,316
Sun 3/31/2013 9:45 AM,127,113,72,304
Sun 3/31/2013 10:00 AM,128,109,73,283
Sun 3/31/2013 10:15 AM,127,81,66,277
Sun 3/31/2013 10:30 AM,129,126,78,297
Sun 3/31/2013 10:45 AM,127,73,64,307
Sun 3/31/2013 11:00 AM,125,166,95,311
Sun 3/31/2013 11:15 AM,127,114,73,304
Sun 3/31/2013 11:30 AM,130,145,88,301
Sun 3/31/2013 11:45 AM,128,104,73,305
Sun 3/31/2013 12:00 PM,131,115,75,316
Sun 3/31/2013 12:15 PM,128,59,58,300
Sun 3/31/2013 12:30 PM,130,83,68,288
Sun 3/31/2013 12:45 PM,132,156,95,309
Sun 3/31/2013 1:00 PM,125,114,73,315
Sun 3/31/2013 1:15 PM,128,84,65,311
Sun 3/31/2013 1:30 PM,133,114,76,299
Sun 3/31/2013 1:45 PM,127,94,68,297
Sun 3/31/2013 2:00 PM,127,82,64,290
Sun 3/31/2013 2:15 PM,132,112,77,273
Sun 3/31/2013 2:30 PM,131,118,78,278
Sun 3/31/2013 2:45 PM,128,117,75,271
Sun 3/31/2013 3:00 PM,130,105,73,280
Sun 3/31/2013 3:15 PM,125,115,74,282
Sun 3/31/2013 3:30 PM,129,144,88,299
Sun 3/31/2013 3:45 PM,129,118,77,292
Sun 3/31/2013 4:00 PM,129,152,91,319
Sun 3/31/2013 4:15 PM,126,139,85,323
Sun 3/31/2013 4:30 PM,131,76,63,290
Sun 3/31/2013 4:45 PM,128,118,76,285
Sun 3/31/2013 5:00 PM,129,59,58,277
Sun 3/31/2013 5:15 PM,124,166,95,305
Sun 3/31/2013 5:30 PM,126,113,72,315
Sun 3/31/2013 5:45 PM,125,98,71,305
Sun 3/31/2013 6:00 PM,131,77,64,295
Sun 3/31/2013 6:15 PM,126,117,73,288
Sun 3/31/2013 6:30 PM,129,143,86,285
Sun 3/31/2013 6:45 PM,129,146,84,292
Sun 3/31/2013 7:00 PM,130,148,88,296
Sun 3/31/2013 7:15 PM,131,125,79,299
Sun 3/31/2013 7:30 PM,127,112,74,302
Sun 3/31/2013 7:45 PM,127,97,69,301
Sun 3/31/2013 8:00 PM,127,99,72,294
Sun 3/31/2013 8:15 PM,128,131,77,320
Sun 3/31/2013 8:30 PM,127,123,77,309
Sun 3/31/2013 8:45 PM,131,127,80,306
Sun 3/31/2013 9:00 PM,127,121,75,329
Sun 3/31/2013 9:15 PM,128,96,69,316
Sun 3/31/2013 9:30 PM,125,73,61,304
Sun 3/31/2013 9:45 PM,128,127,78,314
Sun 3/31/2013 10:00 PM,127,140,84,339
Sun 3/31/2013 10:15 PM,129,162,97,354
Sun 3/31/2013 10:30 PM,127,254,154,475
Sun 3/31/2013 10:45 PM,130,253,157,521
Sun 3/31/2013 11:00 PM,129,253,157,574
Sun 3/31/2013 11:15 PM,129,329,219,722
Sun 3/31/2013 11:30 PM,126,279,204,775
Sun 3/31/2013 11:45 PM,128,252,198,692
Mon 4/1/2013 12:00 AM,130,206,189,752
Mon 4/1/2013 12:15 AM,128,251,201,713
Mon 4/1/2013 12:30 AM,126,236,142,668
Mon 4/1/2013 12:45 AM,129,253,155,673
Mon 4/1/2013 1:00 AM,127,282,206,731
Mon 4/1/2013 1:15 AM,128,309,218,737
Mon 4/1/2013 1:30 AM,127,243,194,755
Mon 4/1/2013 1:45 AM,127,283,207,795
Mon 4/1/2013 2:00 AM,127,289,209,785
Mon 4/1/2013 2:15 AM,129,352,227,750
Mon 4/1/2013 2:30 AM,128,222,193,737
Mon 4/1/2013 2:45 AM,131,285,183,737
Mon 4/1/2013 3:00 AM,128,260,177,706
Mon 4/1/2013 3:15 AM,129,253,150,689
Mon 4/1/2013 3:30 AM,128,221,192,790
Mon 4/1/2013 3:45 AM,130,309,191,769
Mon 4/1/2013 4:00 AM,126,217,159,755
Mon 4/1/2013 4:15 AM,127,271,175,759
Mon 4/1/2013 4:30 AM,125,214,157,717
Mon 4/1/2013 4:45 AM,127,233,162,724
Mon 4/1/2013 5:00 AM,127,319,194,757
Mon 4/1/2013 5:15 AM,131,265,180,755
Mon 4/1/2013 5:30 AM,128,303,187,775
Mon 4/1/2013 5:45 AM,128,287,182,769
Mon 4/1/2013 6:00 AM,126,205,158,774
Mon 4/1/2013 6:15 AM,132,311,195,732
Mon 4/1/2013 6:30 AM,126,281,179,720
Mon 4/1/2013 6:45 AM,127,281,177,743
Mon 4/1/2013 7:00 AM,129,261,177,710
Mon 4/1/2013 7:15 AM,127,230,164,714
Mon 4/1/2013 7:30 AM,127,309,191,761
Mon 4/1/2013 7:45 AM,126,187,155,695
Mon 4/1/2013 8:00 AM,126,216,161,712
Mon 4/1/2013 8:15 AM,128,318,198,728
Mon 4/1/2013 8:30 AM,130,325,207,767
Mon 4/1/2013 8:45 AM,127,300,187,767
Mon 4/1/2013 9:00 AM,128,294,184,745
Mon 4/1/2013 9:15 AM,127,296,184,766
Mon 4/1/2013 9:30 AM,127,270,177,748
Mon 4/1/2013 9:45 AM,129,323,196,746
Mon 4/1/2013 10:00 AM,128,278,179,737
Mon 4/1/2013 10:15 AM,127,239,167,732
Mon 4/1/2013 10:30 AM,127,246,171,689
Mon 4/1/2013 10:45 AM,126,177,151,723
Mon 4/1/2013 11:00 AM,126,219,160,731
Mon 4/1/2013 11:15 AM,128,240,168,704
Mon 4/1/2013 11:30 AM,129,308,192,736
Mon 4/1/2013 11:45 AM,128,236,169,764
Mon 4/1/2013 12:00 PM,128,243,172,770
Mon 4/1/2013 12:15 PM,129,305,193,778
Mon 4/1/2013 12:30 PM,128,302,191,789
Mon 4/1/2013 12:45 PM,128,287,185,762
Mon 4/1/2013 1:00 PM,128,301,184,785
Mon 4/1/2013 1:15 PM,128,332,203,778
Mon 4/1/2013 1:30 PM,130,274,181,761
Mon 4/1/2013 1:45 PM,126,272,176,784
Mon 4/1/2013 2:00 PM,131,316,195,764
Mon 4/1/2013 2:15 PM,127,276,179,761
Mon 4/1/2013 2:30 PM,129,332,204,784
Mon 4/1/2013 2:45 PM,126,289,180,789
Mon 4/1/2013 3:00 PM,127,310,192,794
Mon 4/1/2013 3:15 PM,128,332,204,789
Mon 4/1/2013 3:30 PM,127,291,183,788
Mon 4/1/2013 3:45 PM,128,291,182,794
Mon 4/1/2013 4:00 PM,126,284,179,802
Mon 4/1/2013 4:15 PM,127,286,181,778
Mon 4/1/2013 4:30 PM,129,328,202,794
Mon 4/1/2013 4:45 PM,130,331,206,822
Mon 4/1/2013 5:00 PM,130,331,207,826
Mon 4/1/2013 5:15 PM,128,332,206,868
Mon 4/1/2013 5:30 PM,128,332,204,828
Mon 4/1/2013 5:45 PM,126,285,179,767
Mon 4/1/2013 6:00 PM,125,244,167,784
Mon 4/1/2013 6:15 PM,128,332,206,779
Mon 4/1/2013 6:30 PM,132,330,208,783
Mon 4/1/2013 6:45 PM,130,341,232,804
Mon 4/1/2013 7:00 PM,129,258,206,776
Mon 4/1/2013 7:15 PM,127,339,221,797
Mon 4/1/2013 7:30 PM,131,273,207,783
Mon 4/1/2013 7:45 PM,127,200,188,773
Mon 4/1/2013 8:00 PM,129,319,196,783
Mon 4/1/2013 8:15 PM,128,312,193,779
Mon 4/1/2013 8:30 PM,131,322,201,841
Mon 4/1/2013 8:45 PM,129,332,204,856
Mon 4/1/2013 9:00 PM,128,331,201,840
Mon 4/1/2013 9:15 PM,126,275,177,844
Mon 4/1/2013 9:30 PM,137,329,215,841
Mon 4/1/2013 9:45 PM,126,299,183,828
Mon 4/1/2013 10:00 PM,126,310,187,830
Mon 4/1/2013 10:15 PM,129,331,202,832
Mon 4/1/2013 10:30 PM,127,332,200,837
Mon 4/1/2013 10:45 PM,127,297,183,832
Mon 4/1/2013 11:00 PM,126,303,184,837
Mon 4/1/2013 11:15 PM,126,296,181,826
Mon 4/1/2013 11:30 PM,129,289,183,830
Mon 4/1/2013 11:45 PM,127,328,197,820
Tue 4/2/2013 12:00 AM,127,256,175,818
Tue 4/2/2013 12:15 AM,128,246,171,809
Tue 4/2/2013 12:30 AM,128,276,178,826
Tue 4/2/2013 12:45 AM,132,331,205,858
