Note: Target head pressure setpoints changed as follows,,,,
Through 2/4/13 - 145 psi,,,,
2/4/13 Ð 145psi -> 140psi,,,,
2/20/13 Ð 140psi -> 135psi,,,,
3/7/13 Ð 135psi -> 130psi,,,,
Date & Time,Discharge pressure (psig),Load (tons),Refr compressor power (kW),Utility power (kW)
Mon 1/28/2013 4:30 PM,139,297,196,803
Mon 1/28/2013 4:45 PM,144,263,193,811
Mon 1/28/2013 5:00 PM,142,316,210,849
Mon 1/28/2013 5:15 PM,145,326,223,901
Mon 1/28/2013 5:30 PM,146,326,227,870
Mon 1/28/2013 5:45 PM,147,325,227,808
Mon 1/28/2013 6:00 PM,144,308,209,836
Mon 1/28/2013 6:15 PM,147,325,226,804
Mon 1/28/2013 6:30 PM,138,322,209,790
Mon 1/28/2013 6:45 PM,141,278,192,804
Mon 1/28/2013 7:00 PM,143,288,197,804
Mon 1/28/2013 7:15 PM,148,324,229,826
Mon 1/28/2013 7:30 PM,143,327,224,851
Mon 1/28/2013 7:45 PM,140,308,203,830
Mon 1/28/2013 8:00 PM,144,308,209,851
Mon 1/28/2013 8:15 PM,143,294,198,847
Mon 1/28/2013 8:30 PM,147,325,226,882
Mon 1/28/2013 8:45 PM,148,317,238,889
Mon 1/28/2013 9:00 PM,142,364,251,889
Mon 1/28/2013 9:15 PM,140,296,225,888
Mon 1/28/2013 9:30 PM,148,343,249,881
Mon 1/28/2013 9:45 PM,147,356,252,879
Mon 1/28/2013 10:00 PM,139,297,224,874
Mon 1/28/2013 10:15 PM,144,288,228,886
Mon 1/28/2013 10:30 PM,146,372,256,903
Mon 1/28/2013 10:45 PM,144,352,245,898
Mon 1/28/2013 11:00 PM,141,322,232,883
Mon 1/28/2013 11:15 PM,140,263,224,867
Mon 1/28/2013 11:30 PM,147,314,242,879
Mon 1/28/2013 11:45 PM,144,241,209,840
Tue 1/29/2013 12:00 AM,136,224,197,806
Tue 1/29/2013 12:15 AM,140,252,210,814
Tue 1/29/2013 12:30 AM,144,249,169,808
Tue 1/29/2013 12:45 AM,154,379,325,930
Tue 1/29/2013 1:00 AM,144,313,223,858
Tue 1/29/2013 1:15 AM,144,324,199,865
Tue 1/29/2013 1:30 AM,140,326,213,869
Tue 1/29/2013 1:45 AM,142,326,197,886
Tue 1/29/2013 2:00 AM,144,311,189,879
Tue 1/29/2013 2:15 AM,143,325,219,889
Tue 1/29/2013 2:30 AM,137,335,213,849
Tue 1/29/2013 2:45 AM,143,372,244,854
Tue 1/29/2013 3:00 AM,144,319,229,827
Tue 1/29/2013 3:15 AM,146,321,207,814
Tue 1/29/2013 3:30 AM,146,325,219,851
Tue 1/29/2013 3:45 AM,144,314,193,841
Tue 1/29/2013 4:00 AM,145,317,193,849
Tue 1/29/2013 4:15 AM,145,324,201,867
Tue 1/29/2013 4:30 AM,144,325,219,859
Tue 1/29/2013 4:45 AM,144,325,197,861
Tue 1/29/2013 5:00 AM,145,325,216,834
Tue 1/29/2013 5:15 AM,147,323,219,840
Tue 1/29/2013 5:30 AM,144,325,194,837
Tue 1/29/2013 5:45 AM,142,325,201,845
Tue 1/29/2013 6:00 AM,148,322,199,828
Tue 1/29/2013 6:15 AM,147,324,221,858
Tue 1/29/2013 6:30 AM,144,319,193,845
Tue 1/29/2013 6:45 AM,142,299,181,825
Tue 1/29/2013 7:00 AM,143,320,190,821
Tue 1/29/2013 7:15 AM,141,323,203,817
Tue 1/29/2013 7:30 AM,144,324,218,844
Tue 1/29/2013 7:45 AM,143,314,189,831
Tue 1/29/2013 8:00 AM,145,325,218,837
Tue 1/29/2013 8:15 AM,143,326,220,912
Tue 1/29/2013 8:30 AM,141,310,223,889
Tue 1/29/2013 8:45 AM,144,298,213,868
Tue 1/29/2013 9:00 AM,143,325,238,900
Tue 1/29/2013 9:15 AM,146,325,219,869
Tue 1/29/2013 9:30 AM,141,326,214,884
Tue 1/29/2013 9:45 AM,147,324,220,882
Tue 1/29/2013 10:00 AM,144,325,197,865
Tue 1/29/2013 10:15 AM,143,326,216,863
Tue 1/29/2013 10:30 AM,141,320,189,858
Tue 1/29/2013 10:45 AM,138,167,151,786
Tue 1/29/2013 11:00 AM,151,323,219,766
Tue 1/29/2013 11:15 AM,144,280,176,802
Tue 1/29/2013 11:30 AM,144,325,217,821
Tue 1/29/2013 11:45 AM,144,326,195,847
Tue 1/29/2013 12:00 PM,144,325,210,859
Tue 1/29/2013 12:15 PM,144,322,202,865
Tue 1/29/2013 12:30 PM,142,310,187,856
Tue 1/29/2013 12:45 PM,141,292,177,825
Tue 1/29/2013 1:00 PM,143,325,203,830
Tue 1/29/2013 1:15 PM,144,325,197,830
Tue 1/29/2013 1:30 PM,140,263,168,780
Tue 1/29/2013 1:45 PM,143,322,191,823
Tue 1/29/2013 2:00 PM,142,322,190,853
Tue 1/29/2013 2:15 PM,143,326,215,831
Tue 1/29/2013 2:30 PM,143,325,211,836
Tue 1/29/2013 2:45 PM,144,324,206,831
Tue 1/29/2013 3:00 PM,143,326,207,861
Tue 1/29/2013 3:15 PM,147,410,283,882
Tue 1/29/2013 3:30 PM,146,369,257,886
Tue 1/29/2013 3:45 PM,146,410,280,891
Tue 1/29/2013 4:00 PM,148,385,265,902
Tue 1/29/2013 4:15 PM,139,318,213,887
Tue 1/29/2013 4:30 PM,144,324,208,853
Tue 1/29/2013 4:45 PM,142,268,172,813
Tue 1/29/2013 5:00 PM,143,324,197,845
Tue 1/29/2013 5:15 PM,144,326,214,831
Tue 1/29/2013 5:30 PM,144,325,217,858
Tue 1/29/2013 5:45 PM,145,324,207,863
Tue 1/29/2013 6:00 PM,144,323,194,861
Tue 1/29/2013 6:15 PM,144,325,216,875
Tue 1/29/2013 6:30 PM,133,254,162,738
Tue 1/29/2013 6:45 PM,139,414,258,935
Tue 1/29/2013 7:00 PM,139,340,240,917
Tue 1/29/2013 7:15 PM,141,326,222,898
Tue 1/29/2013 7:30 PM,145,325,204,888
Tue 1/29/2013 7:45 PM,144,325,204,847
Tue 1/29/2013 8:00 PM,146,324,200,858
Tue 1/29/2013 8:15 PM,145,411,280,878
Tue 1/29/2013 8:30 PM,147,354,258,896
Tue 1/29/2013 8:45 PM,141,325,231,887
Tue 1/29/2013 9:00 PM,143,325,215,877
Tue 1/29/2013 9:15 PM,143,326,215,868
Tue 1/29/2013 9:30 PM,145,410,260,887
Tue 1/29/2013 9:45 PM,144,326,247,873
Tue 1/29/2013 10:00 PM,142,304,181,832
Tue 1/29/2013 10:15 PM,145,325,218,820
Tue 1/29/2013 10:30 PM,144,369,253,867
Tue 1/29/2013 10:45 PM,142,310,214,837
Tue 1/29/2013 11:00 PM,143,325,200,812
Tue 1/29/2013 11:15 PM,147,325,199,784
Tue 1/29/2013 11:30 PM,145,325,218,794
Tue 1/29/2013 11:45 PM,144,318,190,784
Wed 1/30/2013 12:00 AM,144,315,189,784
Wed 1/30/2013 12:15 AM,143,312,188,789
Wed 1/30/2013 12:30 AM,141,321,190,844
Wed 1/30/2013 12:45 AM,144,323,197,850
Wed 1/30/2013 1:00 AM,146,411,274,888
Wed 1/30/2013 1:15 AM,144,325,232,872
Wed 1/30/2013 1:30 AM,144,326,220,884
Wed 1/30/2013 1:45 AM,143,341,245,908
Wed 1/30/2013 2:00 AM,142,324,236,908
Wed 1/30/2013 2:15 AM,144,325,217,867
Wed 1/30/2013 2:30 AM,145,337,251,859
Wed 1/30/2013 2:45 AM,142,371,236,912
Wed 1/30/2013 3:00 AM,143,336,233,882
Wed 1/30/2013 3:15 AM,143,326,239,883
Wed 1/30/2013 3:30 AM,142,324,196,832
Wed 1/30/2013 3:45 AM,145,324,206,789
Wed 1/30/2013 4:00 AM,141,208,162,764
Wed 1/30/2013 4:15 AM,144,326,219,776
Wed 1/30/2013 4:30 AM,141,169,155,709
Wed 1/30/2013 4:45 AM,145,278,179,686
Wed 1/30/2013 5:00 AM,143,266,176,732
Wed 1/30/2013 5:15 AM,143,291,182,811
Wed 1/30/2013 5:30 AM,142,305,184,836
Wed 1/30/2013 5:45 AM,143,147,140,653
Wed 1/30/2013 6:00 AM,142,250,167,680
Wed 1/30/2013 6:15 AM,143,250,167,723
Wed 1/30/2013 6:30 AM,138,329,289,901
Wed 1/30/2013 6:45 AM,144,327,223,872
Wed 1/30/2013 7:00 AM,143,287,225,822
Wed 1/30/2013 7:15 AM,142,298,200,759
Wed 1/30/2013 7:30 AM,144,327,221,765
Wed 1/30/2013 7:45 AM,143,294,205,774
Wed 1/30/2013 8:00 AM,142,263,187,778
Wed 1/30/2013 8:15 AM,143,327,216,781
Wed 1/30/2013 8:30 AM,143,302,203,765
Wed 1/30/2013 8:45 AM,144,325,217,780
Wed 1/30/2013 9:00 AM,143,293,196,769
Wed 1/30/2013 9:15 AM,147,324,225,705
Wed 1/30/2013 9:30 AM,143,300,202,734
Wed 1/30/2013 9:45 AM,148,325,225,698
Wed 1/30/2013 10:00 AM,143,274,191,712
Wed 1/30/2013 10:15 AM,147,164,166,678
Wed 1/30/2013 10:30 AM,142,166,162,684
Wed 1/30/2013 10:45 AM,144,273,176,710
Wed 1/30/2013 11:00 AM,143,300,184,687
Wed 1/30/2013 11:15 AM,144,316,196,701
Wed 1/30/2013 11:30 AM,143,297,183,708
Wed 1/30/2013 11:45 AM,146,325,204,704
Wed 1/30/2013 12:00 PM,144,286,177,705
Wed 1/30/2013 12:15 PM,143,297,178,695
Wed 1/30/2013 12:30 PM,144,221,161,675
Wed 1/30/2013 12:45 PM,142,270,170,687
Wed 1/30/2013 1:00 PM,143,265,170,675
Wed 1/30/2013 1:15 PM,147,324,218,728
Wed 1/30/2013 1:30 PM,141,253,165,715
Wed 1/30/2013 1:45 PM,145,321,194,708
Wed 1/30/2013 2:00 PM,145,313,192,666
Wed 1/30/2013 2:15 PM,143,324,214,731
Wed 1/30/2013 2:30 PM,144,323,195,715
Wed 1/30/2013 2:45 PM,144,324,191,698
Wed 1/30/2013 3:00 PM,143,295,177,687
Wed 1/30/2013 3:15 PM,148,324,218,700
Wed 1/30/2013 3:30 PM,143,286,176,665
Wed 1/30/2013 3:45 PM,146,318,189,661
Wed 1/30/2013 4:00 PM,144,273,177,682
Wed 1/30/2013 4:15 PM,144,266,171,687
Wed 1/30/2013 4:30 PM,145,314,192,689
Wed 1/30/2013 4:45 PM,144,240,165,685
Wed 1/30/2013 5:00 PM,145,287,176,680
Wed 1/30/2013 5:15 PM,144,323,204,670
Wed 1/30/2013 5:30 PM,139,303,177,746
Wed 1/30/2013 5:45 PM,146,315,196,739
Wed 1/30/2013 6:00 PM,140,266,167,720
Wed 1/30/2013 6:15 PM,142,313,186,706
Wed 1/30/2013 6:30 PM,143,200,157,644
Wed 1/30/2013 6:45 PM,145,325,210,677
Wed 1/30/2013 7:00 PM,145,323,199,698
Wed 1/30/2013 7:15 PM,144,291,177,676
Wed 1/30/2013 7:30 PM,146,319,191,667
Wed 1/30/2013 7:45 PM,143,255,171,635
Wed 1/30/2013 8:00 PM,139,235,159,651
Wed 1/30/2013 8:15 PM,144,300,182,661
Wed 1/30/2013 8:30 PM,147,325,197,657
Wed 1/30/2013 8:45 PM,143,323,191,703
Wed 1/30/2013 9:00 PM,144,326,214,720
Wed 1/30/2013 9:15 PM,145,326,215,752
Wed 1/30/2013 9:30 PM,145,324,216,837
Wed 1/30/2013 9:45 PM,141,326,232,858
Wed 1/30/2013 10:00 PM,142,378,235,845
Wed 1/30/2013 10:15 PM,144,326,247,837
Wed 1/30/2013 10:30 PM,142,326,240,808
Wed 1/30/2013 10:45 PM,144,325,215,792
Wed 1/30/2013 11:00 PM,143,321,200,753
Wed 1/30/2013 11:15 PM,144,323,202,761
Wed 1/30/2013 11:30 PM,143,325,198,784
Wed 1/30/2013 11:45 PM,144,325,214,776
Thu 1/31/2013 12:00 AM,144,324,193,774
Thu 1/31/2013 12:15 AM,143,325,198,789
Thu 1/31/2013 12:30 AM,143,322,204,779
Thu 1/31/2013 12:45 AM,144,323,215,803
Thu 1/31/2013 1:00 AM,142,326,202,807
Thu 1/31/2013 1:15 AM,144,326,218,793
Thu 1/31/2013 1:30 AM,143,324,216,789
Thu 1/31/2013 1:45 AM,143,275,175,719
Thu 1/31/2013 2:00 AM,143,313,187,723
Thu 1/31/2013 2:15 AM,145,291,180,704
Thu 1/31/2013 2:30 AM,143,325,200,719
Thu 1/31/2013 2:45 AM,146,325,218,718
Thu 1/31/2013 3:00 AM,141,314,191,741
Thu 1/31/2013 3:15 AM,143,325,199,729
Thu 1/31/2013 3:30 AM,140,212,159,684
Thu 1/31/2013 3:45 AM,144,288,182,695
Thu 1/31/2013 4:00 AM,145,316,198,708
Thu 1/31/2013 4:15 AM,142,240,166,752
Thu 1/31/2013 4:30 AM,145,325,220,750
Thu 1/31/2013 4:45 AM,146,323,218,821
Thu 1/31/2013 5:00 AM,143,317,190,788
Thu 1/31/2013 5:15 AM,144,318,191,778
Thu 1/31/2013 5:30 AM,145,323,217,793
Thu 1/31/2013 5:45 AM,142,325,198,817
Thu 1/31/2013 6:00 AM,143,325,200,814
Thu 1/31/2013 6:15 AM,143,325,218,803
Thu 1/31/2013 6:30 AM,143,325,217,811
Thu 1/31/2013 6:45 AM,144,342,251,854
Thu 1/31/2013 7:00 AM,142,326,230,839
Thu 1/31/2013 7:15 AM,143,325,217,821
Thu 1/31/2013 7:30 AM,143,326,215,800
Thu 1/31/2013 7:45 AM,145,325,217,817
Thu 1/31/2013 8:00 AM,144,325,216,834
Thu 1/31/2013 8:15 AM,143,323,214,812
Thu 1/31/2013 8:30 AM,142,324,196,798
Thu 1/31/2013 8:45 AM,142,321,189,806
Thu 1/31/2013 9:00 AM,143,326,213,793
Thu 1/31/2013 9:15 AM,149,409,284,827
Thu 1/31/2013 9:30 AM,141,310,228,834
Thu 1/31/2013 9:45 AM,144,325,249,802
Thu 1/31/2013 10:00 AM,141,290,185,779
Thu 1/31/2013 10:15 AM,140,312,187,792
Thu 1/31/2013 10:30 AM,146,325,224,799
Thu 1/31/2013 10:45 AM,143,307,190,761
Thu 1/31/2013 11:00 AM,146,311,199,737
Thu 1/31/2013 11:15 AM,145,326,206,790
Thu 1/31/2013 11:30 AM,146,326,223,780
Thu 1/31/2013 11:45 AM,142,324,200,770
Thu 1/31/2013 12:00 PM,145,325,220,781
Thu 1/31/2013 12:15 PM,145,325,207,799
Thu 1/31/2013 12:30 PM,141,324,197,779
Thu 1/31/2013 12:45 PM,147,324,223,783
Thu 1/31/2013 1:00 PM,142,317,193,831
Thu 1/31/2013 1:15 PM,145,325,223,812
Thu 1/31/2013 1:30 PM,140,300,184,809
Thu 1/31/2013 1:45 PM,145,325,222,778
Thu 1/31/2013 2:00 PM,145,326,220,736
Thu 1/31/2013 2:15 PM,139,325,194,729
Thu 1/31/2013 2:30 PM,143,250,173,708
Thu 1/31/2013 2:45 PM,143,269,181,687
Thu 1/31/2013 3:00 PM,142,281,181,689
Thu 1/31/2013 3:15 PM,141,211,163,676
Thu 1/31/2013 3:30 PM,146,279,184,686
Thu 1/31/2013 3:45 PM,146,223,171,681
Thu 1/31/2013 4:00 PM,143,261,174,705
Thu 1/31/2013 4:15 PM,143,270,177,732
Thu 1/31/2013 4:30 PM,144,174,161,694
Thu 1/31/2013 4:45 PM,143,195,164,742
Thu 1/31/2013 5:00 PM,142,292,184,723
Thu 1/31/2013 5:15 PM,148,313,202,748
Thu 1/31/2013 5:30 PM,136,320,187,756
Thu 1/31/2013 5:45 PM,141,292,184,762
Thu 1/31/2013 6:00 PM,137,249,170,767
Thu 1/31/2013 6:15 PM,149,324,221,750
Thu 1/31/2013 6:30 PM,140,320,190,780
Thu 1/31/2013 6:45 PM,142,326,217,788
Thu 1/31/2013 7:00 PM,140,326,196,765
Thu 1/31/2013 7:15 PM,144,287,182,742
Thu 1/31/2013 7:30 PM,143,300,188,778
Thu 1/31/2013 7:45 PM,144,293,187,751
Thu 1/31/2013 8:00 PM,146,305,194,776
Thu 1/31/2013 8:15 PM,142,287,179,773
Thu 1/31/2013 8:30 PM,143,305,188,737
Thu 1/31/2013 8:45 PM,143,287,185,766
Thu 1/31/2013 9:00 PM,148,325,225,793
Thu 1/31/2013 9:15 PM,145,293,190,774
Thu 1/31/2013 9:30 PM,135,209,162,746
Thu 1/31/2013 9:45 PM,143,302,189,765
Thu 1/31/2013 10:00 PM,139,231,168,742
Thu 1/31/2013 10:15 PM,147,305,192,764
Thu 1/31/2013 10:30 PM,143,326,210,750
Thu 1/31/2013 10:45 PM,145,323,201,786
Thu 1/31/2013 11:00 PM,143,270,181,784
Thu 1/31/2013 11:15 PM,143,240,224,778
Thu 1/31/2013 11:30 PM,142,256,201,765
Thu 1/31/2013 11:45 PM,141,271,207,752
Fri 2/1/2013 12:00 AM,143,241,199,760
Fri 2/1/2013 12:15 AM,144,234,190,765
Fri 2/1/2013 12:30 AM,143,262,204,755
Fri 2/1/2013 12:45 AM,140,239,197,742
Fri 2/1/2013 1:00 AM,146,271,206,726
Fri 2/1/2013 1:15 AM,146,280,215,701
Fri 2/1/2013 1:30 AM,145,283,217,714
Fri 2/1/2013 1:45 AM,140,259,203,705
Fri 2/1/2013 2:00 AM,146,196,184,676
Fri 2/1/2013 2:15 AM,141,223,163,680
Fri 2/1/2013 2:30 AM,140,205,155,658
Fri 2/1/2013 2:45 AM,144,232,175,661
Fri 2/1/2013 3:00 AM,143,231,175,652
Fri 2/1/2013 3:15 AM,143,210,158,652
Fri 2/1/2013 3:30 AM,151,226,181,670
Fri 2/1/2013 3:45 AM,138,153,137,696
Fri 2/1/2013 4:00 AM,144,192,188,746
Fri 2/1/2013 4:15 AM,143,201,182,715
Fri 2/1/2013 4:30 AM,136,181,143,685
Fri 2/1/2013 4:45 AM,143,232,176,710
Fri 2/1/2013 5:00 AM,143,231,176,708
Fri 2/1/2013 5:15 AM,144,226,170,687
Fri 2/1/2013 5:30 AM,146,195,152,657
Fri 2/1/2013 5:45 AM,146,231,176,686
Fri 2/1/2013 6:00 AM,144,232,174,723
Fri 2/1/2013 6:15 AM,140,184,148,671
Fri 2/1/2013 6:30 AM,141,230,169,671
Fri 2/1/2013 6:45 AM,143,225,164,670
Fri 2/1/2013 7:00 AM,143,206,159,658
Fri 2/1/2013 7:15 AM,138,208,184,684
Fri 2/1/2013 7:30 AM,143,221,192,673
Fri 2/1/2013 7:45 AM,146,213,189,667
Fri 2/1/2013 8:00 AM,146,213,194,682
Fri 2/1/2013 8:15 AM,146,254,208,704
Fri 2/1/2013 8:30 AM,143,179,175,673
Fri 2/1/2013 8:45 AM,142,166,172,642
Fri 2/1/2013 9:00 AM,143,203,157,630
Fri 2/1/2013 9:15 AM,144,209,154,637
Fri 2/1/2013 9:30 AM,147,203,160,614
Fri 2/1/2013 9:45 AM,143,178,147,579
Fri 2/1/2013 10:00 AM,144,189,149,596
Fri 2/1/2013 10:15 AM,143,160,143,616
Fri 2/1/2013 10:30 AM,145,224,170,624
Fri 2/1/2013 10:45 AM,142,175,175,648
Fri 2/1/2013 11:00 AM,141,113,158,625
Fri 2/1/2013 11:15 AM,140,177,175,648
Fri 2/1/2013 11:30 AM,141,189,178,649
Fri 2/1/2013 11:45 AM,143,175,173,628
Fri 2/1/2013 12:00 PM,144,189,185,640
Fri 2/1/2013 12:15 PM,138,153,164,628
Fri 2/1/2013 12:30 PM,141,128,159,631
Fri 2/1/2013 12:45 PM,142,174,176,631
Fri 2/1/2013 1:00 PM,144,177,178,625
Fri 2/1/2013 1:15 PM,146,190,186,634
Fri 2/1/2013 1:30 PM,145,192,183,620
Fri 2/1/2013 1:45 PM,141,114,156,628
Fri 2/1/2013 2:00 PM,144,245,194,653
Fri 2/1/2013 2:15 PM,144,243,198,637
Fri 2/1/2013 2:30 PM,143,221,188,652
Fri 2/1/2013 2:45 PM,144,188,178,635
Fri 2/1/2013 3:00 PM,139,211,185,642
Fri 2/1/2013 3:15 PM,139,187,174,643
Fri 2/1/2013 3:30 PM,144,236,192,638
Fri 2/1/2013 3:45 PM,144,209,184,630
Fri 2/1/2013 4:00 PM,139,168,168,634
Fri 2/1/2013 4:15 PM,144,184,176,638
Fri 2/1/2013 4:30 PM,142,171,168,625
Fri 2/1/2013 4:45 PM,141,165,169,633
Fri 2/1/2013 5:00 PM,142,213,189,633
Fri 2/1/2013 5:15 PM,142,207,181,623
Fri 2/1/2013 5:30 PM,141,240,194,639
Fri 2/1/2013 5:45 PM,137,166,165,637
Fri 2/1/2013 6:00 PM,146,248,203,635
Fri 2/1/2013 6:15 PM,144,255,198,628
Fri 2/1/2013 6:30 PM,139,181,168,621
Fri 2/1/2013 6:45 PM,140,251,200,626
Fri 2/1/2013 7:00 PM,148,259,208,615
Fri 2/1/2013 7:15 PM,142,177,172,606
Fri 2/1/2013 7:30 PM,140,187,171,610
Fri 2/1/2013 7:45 PM,142,148,163,623
Fri 2/1/2013 8:00 PM,141,194,178,616
Fri 2/1/2013 8:15 PM,139,164,166,625
Fri 2/1/2013 8:30 PM,140,218,185,628
Fri 2/1/2013 8:45 PM,140,153,163,623
Fri 2/1/2013 9:00 PM,141,175,173,634
Fri 2/1/2013 9:15 PM,145,169,170,631
Fri 2/1/2013 9:30 PM,144,191,180,624
Fri 2/1/2013 9:45 PM,140,126,158,593
Fri 2/1/2013 10:00 PM,134,130,128,554
Fri 2/1/2013 10:15 PM,140,215,156,557
Fri 2/1/2013 10:30 PM,140,215,157,549
Fri 2/1/2013 10:45 PM,144,232,176,591
Fri 2/1/2013 11:00 PM,144,230,175,601
Fri 2/1/2013 11:15 PM,141,136,135,535
Fri 2/1/2013 11:30 PM,144,202,157,531
Fri 2/1/2013 11:45 PM,144,180,149,518
Sat 2/2/2013 12:00 AM,145,130,133,517
Sat 2/2/2013 12:15 AM,147,137,137,504
Sat 2/2/2013 12:30 AM,140,155,121,487
Sat 2/2/2013 12:45 AM,146,154,125,488
Sat 2/2/2013 1:00 AM,148,256,212,554
Sat 2/2/2013 1:15 AM,142,175,172,572
Sat 2/2/2013 1:30 AM,143,177,176,581
Sat 2/2/2013 1:45 AM,143,122,160,560
Sat 2/2/2013 2:00 AM,141,115,127,554
Sat 2/2/2013 2:15 AM,144,211,165,541
Sat 2/2/2013 2:30 AM,138,125,127,541
Sat 2/2/2013 2:45 AM,139,150,138,539
Sat 2/2/2013 3:00 AM,141,102,124,493
Sat 2/2/2013 3:15 AM,141,155,121,459
Sat 2/2/2013 3:30 AM,141,100,98,413
Sat 2/2/2013 3:45 AM,140,69,91,417
Sat 2/2/2013 4:00 AM,137,69,91,417
Sat 2/2/2013 4:15 AM,138,69,90,426
Sat 2/2/2013 4:30 AM,143,68,61,405
Sat 2/2/2013 4:45 AM,139,130,107,419
Sat 2/2/2013 5:00 AM,139,69,91,368
Sat 2/2/2013 5:15 AM,127,111,95,351
Sat 2/2/2013 5:30 AM,115,138,100,348
Sat 2/2/2013 5:45 AM,130,69,89,338
Sat 2/2/2013 6:00 AM,129,69,58,302
Sat 2/2/2013 6:15 AM,125,70,57,282
Sat 2/2/2013 6:30 AM,121,120,95,296
Sat 2/2/2013 6:45 AM,121,70,84,306
Sat 2/2/2013 7:00 AM,131,69,87,307
Sat 2/2/2013 7:15 AM,112,70,54,276
Sat 2/2/2013 7:30 AM,122,70,85,292
Sat 2/2/2013 7:45 AM,118,70,83,294
Sat 2/2/2013 8:00 AM,113,70,54,285
Sat 2/2/2013 8:15 AM,110,71,53,281
Sat 2/2/2013 8:30 AM,102,71,52,277
Sat 2/2/2013 8:45 AM,107,71,55,269
Sat 2/2/2013 9:00 AM,106,71,55,273
Sat 2/2/2013 9:15 AM,108,71,54,276
Sat 2/2/2013 9:30 AM,111,71,54,278
Sat 2/2/2013 9:45 AM,108,71,54,271
Sat 2/2/2013 10:00 AM,118,70,55,271
Sat 2/2/2013 10:15 AM,118,70,56,272
Sat 2/2/2013 10:30 AM,123,70,56,272
Sat 2/2/2013 10:45 AM,132,69,58,269
Sat 2/2/2013 11:00 AM,127,69,56,269
Sat 2/2/2013 11:15 AM,117,70,56,268
Sat 2/2/2013 11:30 AM,122,70,57,268
Sat 2/2/2013 11:45 AM,117,70,55,272
Sat 2/2/2013 12:00 PM,132,69,59,287
Sat 2/2/2013 12:15 PM,142,68,93,311
Sat 2/2/2013 12:30 PM,134,69,59,283
Sat 2/2/2013 12:45 PM,137,69,60,280
Sat 2/2/2013 1:00 PM,134,69,59,278
Sat 2/2/2013 1:15 PM,135,69,90,306
Sat 2/2/2013 1:30 PM,142,68,62,297
Sat 2/2/2013 1:45 PM,136,69,60,276
Sat 2/2/2013 2:00 PM,139,69,61,271
Sat 2/2/2013 2:15 PM,130,69,59,280
Sat 2/2/2013 2:30 PM,132,69,88,299
Sat 2/2/2013 2:45 PM,135,69,91,290
Sat 2/2/2013 3:00 PM,135,69,91,309
Sat 2/2/2013 3:15 PM,141,69,92,314
Sat 2/2/2013 3:30 PM,137,69,92,292
Sat 2/2/2013 3:45 PM,138,69,91,268
Sat 2/2/2013 4:00 PM,137,69,60,268
Sat 2/2/2013 4:15 PM,147,68,63,253
Sat 2/2/2013 4:30 PM,136,69,60,249
Sat 2/2/2013 4:45 PM,132,69,88,266
Sat 2/2/2013 5:00 PM,145,68,63,255
Sat 2/2/2013 5:15 PM,132,69,60,241
Sat 2/2/2013 5:30 PM,142,107,99,282
Sat 2/2/2013 5:45 PM,140,69,90,283
Sat 2/2/2013 6:00 PM,147,68,61,263
Sat 2/2/2013 6:15 PM,140,68,60,249
Sat 2/2/2013 6:30 PM,130,69,57,252
Sat 2/2/2013 6:45 PM,147,123,111,278
Sat 2/2/2013 7:00 PM,137,90,94,274
Sat 2/2/2013 7:15 PM,136,112,98,274
Sat 2/2/2013 7:30 PM,140,70,91,277
Sat 2/2/2013 7:45 PM,142,68,61,258
Sat 2/2/2013 8:00 PM,139,69,61,248
Sat 2/2/2013 8:15 PM,128,69,58,253
Sat 2/2/2013 8:30 PM,132,70,88,277
Sat 2/2/2013 8:45 PM,135,69,90,277
Sat 2/2/2013 9:00 PM,142,68,61,264
Sat 2/2/2013 9:15 PM,144,68,62,255
Sat 2/2/2013 9:30 PM,132,69,59,253
Sat 2/2/2013 9:45 PM,131,69,58,245
Sat 2/2/2013 10:00 PM,121,70,57,235
Sat 2/2/2013 10:15 PM,119,70,56,241
Sat 2/2/2013 10:30 PM,115,71,83,259
Sat 2/2/2013 10:45 PM,120,70,85,263
Sat 2/2/2013 11:00 PM,121,70,56,262
Sat 2/2/2013 11:15 PM,121,70,56,255
Sat 2/2/2013 11:30 PM,122,70,57,254
Sat 2/2/2013 11:45 PM,115,70,55,249
Sun 2/3/2013 12:00 AM,118,70,56,255
Sun 2/3/2013 12:15 AM,115,70,55,246
Sun 2/3/2013 12:30 AM,113,71,55,240
Sun 2/3/2013 12:45 AM,105,71,53,235
Sun 2/3/2013 1:00 AM,102,71,52,236
Sun 2/3/2013 1:15 AM,93,72,50,233
Sun 2/3/2013 1:30 AM,91,72,50,245
Sun 2/3/2013 1:45 AM,102,71,53,249
Sun 2/3/2013 2:00 AM,111,71,55,249
Sun 2/3/2013 2:15 AM,101,71,52,240
Sun 2/3/2013 2:30 AM,99,72,51,238
Sun 2/3/2013 2:45 AM,99,72,52,235
Sun 2/3/2013 3:00 AM,95,72,51,249
Sun 2/3/2013 3:15 AM,106,71,54,243
Sun 2/3/2013 3:30 AM,104,71,53,241
Sun 2/3/2013 3:45 AM,108,71,55,241
Sun 2/3/2013 4:00 AM,108,71,55,262
Sun 2/3/2013 4:15 AM,111,71,55,264
Sun 2/3/2013 4:30 AM,112,71,55,268
Sun 2/3/2013 4:45 AM,103,71,53,257
Sun 2/3/2013 5:00 AM,106,71,55,263
Sun 2/3/2013 5:15 AM,111,75,85,278
